2002001	0	7	3
2002002	2	3	7
2002003	0	7	1
2002004	2	0	4
2002005	3	7	4
2002006	1	2	8
2002007	8	4	9
2002008	8	5	2
2002009	1	5	5
2002010	7	9	5
2002011	2	1	7
2002012	4	8	2
2002013	9	8	6
2002014	2	3	2
2002015	8	7	1
2002016	1	7	1
2002017	1	0	2
2002018	1	7	8
2002019	4	4	6
2002020	7	3	7
2002021	8	5	9
2002022	9	4	7
2002023	6	8	1
2002024	1	9	7
2002025	5	1	3
2002026	7	8	0
2002027	2	4	8
2002028	8	1	0
2002029	9	5	3
2002030	5	2	5
2002031	5	1	1
2002032	1	3	3
2002033	9	6	4
2002034	7	3	4
2002035	9	1	2
2002036	3	3	4
2002037	7	0	6
2002038	5	1	6
2002039	6	2	2
2002040	3	0	5
2002041	4	3	6
2002042	1	1	6
2002043	1	9	0
2002044	0	8	2
2002045	0	9	8
2002046	6	4	6
2002047	1	1	8
2002048	4	0	9
2002049	8	3	0
2002050	3	5	2
2002051	4	7	6
2002052	5	6	5
2002053	3	5	2
2002054	4	5	7
2002055	0	3	7
2002056	7	3	3
2002057	7	6	3
2002058	8	0	0
2002059	8	1	8
2002060	6	9	2
2002061	8	7	8
2002062	3	4	1
2002063	4	0	8
2002064	7	7	9
2002065	8	5	2
2002066	1	2	1
2002067	6	5	7
2002068	4	8	2
2002069	8	7	4
2002070	9	3	3
2002071	8	3	0
2002072	2	2	2
2002073	7	0	8
2002074	3	1	9
2002075	2	7	6
2002076	8	6	7
2002077	2	3	9
2002078	2	7	3
2002079	1	3	2
2002080	4	4	3
2002081	5	5	6
2002082	4	6	0
2002083	3	1	5
2002084	0	8	3
2002085	1	0	6
2002086	2	9	9
2002087	2	8	3
2002088	7	7	5
2002089	9	5	6
2002090	5	5	3
2002091	3	6	0
2002092	4	3	5
2002093	2	1	8
2002094	2	8	3
2002095	7	8	6
2002096	4	2	7
2002097	1	5	5
2002098	1	5	9
2002099	9	1	3
2002100	6	3	5
2002101	2	2	4
2002102	0	1	2
2002103	0	8	8
2002104	8	1	8
2002105	9	3	3
2002106	2	8	7
2002107	3	1	4
2002108	5	8	4
2002109	6	2	5
2002110	3	4	4
2002111	0	9	1
2002112	9	9	0
2002113	2	1	1
