2007001	0	1	9
2007002	4	8	4
2007003	7	3	3
2007004	3	1	3
2007005	7	3	6
2007006	2	5	5
2007007	4	5	9
2007008	5	5	8
2007009	5	0	4
2007010	7	3	5
2007011	1	9	3
2007012	0	3	5
2007013	5	5	0
2007014	8	1	4
2007015	9	1	6
2007016	4	4	1
2007017	9	5	6
2007018	5	2	9
2007019	6	5	2
2007020	4	8	1
2007021	5	7	7
2007022	3	0	5
2007023	5	8	1
2007024	2	9	6
2007025	3	9	2
2007026	3	4	4
2007027	7	9	0
2007028	7	4	8
2007029	5	7	5
2007030	7	4	7
2007031	9	7	5
2007032	5	5	1
2007033	9	2	8
2007034	4	1	4
2007035	4	0	9
2007036	4	8	5
2007037	5	7	0
2007038	1	9	5
2007039	7	1	2
2007040	2	1	2
2007041	3	5	9
2007042	3	9	3
2007043	3	2	1
2007044	5	2	2
2007045	4	0	0
2007046	2	0	8
2007047	3	0	4
2007048	4	1	8
2007049	3	6	3
2007050	9	5	1
2007051	8	9	2
2007052	8	9	9
2007053	0	7	8
2007054	2	0	4
2007055	6	5	6
2007056	4	0	3
2007057	6	6	8
2007058	2	9	5
2007059	0	2	9
2007060	9	8	7
2007061	1	4	4
2007062	7	7	5
2007063	3	2	6
2007064	6	1	7
2007065	5	0	0
2007066	8	8	9
2007067	0	1	6
2007068	6	9	1
2007069	6	8	3
2007070	1	6	3
2007071	3	9	4
2007072	9	1	4
2007073	9	7	7
2007074	7	4	5
2007075	0	7	1
2007076	3	9	9
2007077	6	2	3
2007078	6	6	6
2007079	7	1	0
2007080	3	7	9
2007081	8	2	7
2007082	9	4	2
2007083	1	8	0
2007084	8	1	1
2007085	6	8	7
2007086	5	7	4
2007087	9	0	5
2007088	2	5	8
2007089	5	8	9
2007090	0	7	1
2007091	7	7	9
2007092	9	5	8
2007093	3	6	8
2007094	4	1	5
2007095	0	7	4
2007096	8	4	5
2007097	7	5	5
2007098	0	0	6
2007099	3	0	4
2007100	4	8	8
2007101	4	1	8
2007102	2	4	5
2007103	6	7	1
2007104	1	3	0
2007105	1	7	7
2007106	6	4	2
2007107	5	2	9
2007108	6	5	3
2007109	6	0	2
2007110	6	3	0
2007111	2	9	6
2007112	5	7	9
2007113	3	2	4
2007114	8	1	0
2007115	7	1	7
2007116	1	4	4
2007117	2	0	9
2007118	4	0	0
2007119	2	2	5
2007120	7	3	5
2007121	8	3	1
2007122	9	0	4
2007123	7	9	0
2007124	5	1	8
2007125	0	4	5
2007126	4	2	5
2007127	0	6	6
2007128	7	4	6
2007129	9	5	2
2007130	4	6	8
2007131	3	4	2
2007132	7	2	4
2007133	2	1	8
2007134	1	5	2
2007135	7	6	2
2007136	2	5	7
2007137	4	0	0
2007138	1	9	0
2007139	2	9	1
2007140	6	5	5
2007141	7	3	1
2007142	4	7	0
2007143	7	5	9
2007144	3	9	1
2007145	1	1	9
2007146	9	5	1
2007147	3	3	6
2007148	8	0	6
2007149	0	0	9
2007150	5	0	5
2007151	8	8	5
2007152	9	4	8
2007153	3	2	1
2007154	7	7	5
2007155	4	8	1
2007156	8	5	9
2007157	6	0	2
2007158	6	3	6
2007159	0	1	2
2007160	2	2	5
2007161	4	4	3
2007162	4	0	7
2007163	0	9	4
2007164	1	7	9
2007165	0	7	3
2007166	5	8	1
2007167	0	8	5
2007168	5	3	9
2007169	4	0	4
2007170	6	6	9
2007171	7	7	2
2007172	5	0	3
2007173	7	3	4
2007174	2	1	2
2007175	9	4	2
2007176	8	1	1
2007177	8	4	8
2007178	9	8	9
2007179	2	6	9
2007180	7	0	1
2007181	4	1	7
2007182	5	1	8
2007183	4	8	0
2007184	9	9	8
2007185	6	6	2
2007186	2	0	8
2007187	4	5	1
2007188	7	7	4
2007189	5	0	5
2007190	4	8	8
2007191	6	0	3
2007192	0	1	4
2007193	8	1	8
2007194	1	5	4
2007195	5	3	7
2007196	0	3	0
2007197	0	2	4
2007198	9	4	2
2007199	2	8	9
2007200	8	1	8
2007201	2	8	4
2007202	2	7	4
2007203	3	8	4
2007204	0	3	3
2007205	1	5	3
2007206	5	1	1
2007207	8	2	8
2007208	7	4	6
2007209	6	0	7
2007210	4	7	6
2007211	7	5	5
2007212	3	1	9
2007213	1	3	8
2007214	5	1	3
2007215	6	4	4
2007216	4	9	2
2007217	0	3	7
2007218	5	9	0
2007219	8	6	2
2007220	2	6	3
2007221	6	1	1
2007222	8	0	1
2007223	6	8	7
2007224	8	3	0
2007225	5	9	2
2007226	5	8	5
2007227	4	2	0
2007228	1	4	1
2007229	5	8	4
2007230	0	2	1
2007231	4	8	2
2007232	7	3	9
2007233	8	5	5
2007234	3	0	2
2007235	3	5	8
2007236	5	5	2
2007237	0	4	7
2007238	1	9	3
2007239	3	2	3
2007240	6	7	5
2007241	3	9	8
2007242	1	1	7
2007243	4	9	2
2007244	0	9	5
2007245	0	6	2
2007246	8	8	4
2007247	3	9	3
2007248	1	1	9
2007249	3	6	0
2007250	7	0	6
2007251	9	4	1
2007252	8	8	2
2007253	5	7	3
2007254	9	8	1
2007255	6	9	2
2007256	9	5	2
2007257	3	7	3
2007258	1	7	3
2007259	6	4	9
2007260	2	6	8
2007261	2	3	5
2007262	0	6	2
2007263	2	1	7
2007264	6	9	6
2007265	4	3	2
2007266	5	4	7
2007267	8	3	8
2007268	4	9	3
2007269	8	2	5
2007270	7	8	1
2007271	4	5	3
2007272	4	6	6
2007273	0	5	2
2007274	8	1	7
2007275	8	6	6
2007276	6	6	9
2007277	8	1	4
2007278	6	1	5
2007279	4	9	8
2007280	8	9	1
2007281	7	2	8
2007282	6	3	1
2007283	4	1	7
2007284	4	7	3
2007285	3	0	1
2007286	1	8	8
2007287	3	5	6
2007288	5	7	3
2007289	8	6	1
2007290	7	3	6
2007291	6	6	1
2007292	7	3	2
2007293	3	2	1
2007294	6	0	5
2007295	6	6	6
2007296	5	1	9
2007297	9	4	7
2007298	5	4	5
2007299	6	6	4
2007300	9	0	8
2007301	3	6	4
2007302	1	1	0
2007303	7	0	0
2007304	3	3	8
2007305	5	1	1
2007306	5	0	7
2007307	7	4	9
2007308	6	2	7
2007309	3	3	4
2007310	9	6	0
2007311	0	1	3
2007312	7	8	4
2007313	1	9	6
2007314	3	4	3
2007315	8	1	6
2007316	4	3	0
2007317	2	1	4
2007318	1	2	5
2007319	0	5	1
2007320	9	2	4
2007321	4	9	4
2007322	3	4	9
2007323	3	3	1
2007324	1	1	2
2007325	6	7	4
2007326	5	5	8
2007327	4	2	3
2007328	5	4	5
2007329	7	3	2
2007330	1	2	4
2007331	5	3	5
2007332	9	1	3
2007333	2	8	4
2007334	1	1	9
2007335	7	4	7
2007336	7	8	5
2007337	3	9	9
2007338	8	5	6
2007339	4	5	0
2007340	1	0	5
2007341	6	6	7
2007342	6	0	6
2007343	8	5	2
2007344	6	7	5
2007345	4	7	6
2007346	7	9	3
2007347	2	7	9
2007348	9	9	2
2007349	5	2	2
2007350	8	8	9
2007351	5	5	8
2007352	7	9	8
2007353	3	7	7
2007354	2	3	9
2007355	1	2	9
2007356	8	3	1
2007357	4	9	5
