2014001	6	8	7
2014002	6	3	4
2014003	6	4	3
2014004	9	5	5
2014005	7	5	5
2014006	9	9	2
2014007	2	8	3
2014008	5	9	0
2014009	4	3	2
2014010	6	4	5
2014011	3	1	9
2014012	3	6	8
2014013	6	1	3
2014014	9	4	5
2014015	7	4	2
2014016	2	2	4
2014017	0	5	7
2014018	4	7	4
2014019	6	1	0
2014020	0	8	7
2014021	8	7	5
2014022	9	6	9
2014023	3	0	3
2014024	3	4	4
2014025	6	8	3
2014026	3	0	0
2014027	7	7	4
2014028	8	0	5
2014029	6	1	8
2014030	4	8	8
2014031	2	0	4
2014032	2	5	6
2014033	4	4	4
2014034	3	3	5
2014035	7	2	3
2014036	6	3	0
2014037	8	0	9
2014038	0	0	4
2014039	4	7	8
2014040	0	6	8
2014041	7	0	2
2014042	1	5	6
2014043	8	5	4
2014044	5	8	5
2014045	2	3	6
2014046	2	4	8
2014047	9	0	3
2014048	2	1	4
2014049	3	9	2
2014050	7	5	7
2014051	3	1	0
2014052	7	9	3
2014053	7	0	0
2014054	2	5	7
2014055	7	6	1
2014056	3	8	6
2014057	5	0	2
2014058	2	1	0
2014059	8	7	1
2014060	9	7	7
2014061	8	1	9
2014062	3	0	0
2014063	7	4	2
2014064	3	6	1
2014065	2	0	8
2014066	6	9	3
2014067	0	7	2
2014068	9	6	8
2014069	6	5	2
2014070	9	1	1
2014071	5	3	7
2014072	6	6	2
2014073	0	3	6
2014074	9	2	1
2014075	1	4	6
2014076	5	5	9
2014077	7	1	2
2014078	6	3	0
2014079	2	0	6
2014080	6	7	0
2014081	5	4	4
2014082	9	3	4
2014083	5	2	1
2014084	5	5	8
2014085	6	2	3
2014086	0	5	6
2014087	0	3	0
2014088	4	0	4
2014089	5	0	6
2014090	4	8	2
2014091	4	9	5
2014092	3	0	3
2014093	9	9	8
2014094	2	8	5
2014095	5	5	3
2014096	7	3	8
2014097	3	8	9
2014098	5	4	8
2014099	2	8	6
2014100	1	7	0
2014101	8	9	2
2014102	3	5	2
2014103	2	5	0
2014104	9	5	7
2014105	6	1	3
2014106	9	7	0
2014107	6	6	9
2014108	9	6	0
2014109	9	6	5
2014110	7	6	8
2014111	4	8	7
2014112	4	2	9
2014113	1	2	4
2014114	2	4	3
2014115	6	4	5
2014116	9	1	0
2014117	8	2	9
2014118	1	8	2
2014119	3	8	3
2014120	7	5	8
2014121	7	4	3
2014122	4	9	9
2014123	3	1	5
2014124	7	0	1
2014125	8	5	2
2014126	5	8	8
2014127	3	4	1
2014128	7	8	0
2014129	1	4	5
2014130	2	1	1
2014131	8	7	0
2014132	1	3	9
2014133	6	5	0
2014134	0	8	5
2014135	4	0	9
2014136	8	4	0
2014137	1	6	9
2014138	5	8	7
2014139	7	6	4
2014140	9	0	1
2014141	9	2	1
2014142	5	9	4
2014143	2	4	4
2014144	0	7	7
2014145	6	1	2
2014146	3	6	7
2014147	5	7	8
2014148	1	8	0
2014149	2	6	2
2014150	1	0	7
2014151	3	9	1
2014152	8	2	1
2014153	3	9	2
2014154	1	1	5
2014155	6	7	7
2014156	4	1	9
2014157	5	7	5
2014158	4	1	1
2014159	3	1	2
2014160	0	4	5
2014161	9	4	6
2014162	5	8	7
2014163	6	6	8
2014164	3	4	1
2014165	4	6	6
2014166	3	1	6
2014167	9	8	6
2014168	4	8	1
2014169	2	7	9
2014170	6	3	0
2014171	6	3	1
2014172	8	4	3
2014173	3	5	9
2014174	6	5	9
2014175	3	4	7
2014176	6	8	5
2014177	2	6	0
2014178	0	7	7
2014179	1	3	0
2014180	1	9	9
2014181	8	0	6
2014182	8	0	4
2014183	9	8	7
2014184	3	9	7
2014185	6	3	6
2014186	2	8	4
2014187	8	7	6
2014188	9	6	5
2014189	8	5	8
2014190	5	9	7
2014191	4	1	1
2014192	2	0	8
2014193	5	3	1
2014194	6	2	6
2014195	8	9	5
2014196	8	8	3
2014197	8	3	2
2014198	9	8	0
2014199	6	4	8
2014200	5	8	3
2014201	3	6	3
2014202	6	2	7
2014203	6	4	8
2014204	2	8	4
2014205	2	7	2
2014206	6	5	7
2014207	2	5	8
2014208	2	4	1
2014209	1	9	4
2014210	5	8	5
2014211	6	9	7
2014212	5	5	3
2014213	4	4	7
2014214	7	7	0
