2011001	1	4	2
2011002	7	2	6
2011003	9	3	7
2011004	6	4	0
2011005	5	7	1
2011006	2	4	2
2011007	2	8	5
2011008	9	8	2
2011009	1	7	6
2011010	5	7	3
2011011	6	3	5
2011012	5	8	7
2011013	8	7	9
2011014	2	7	7
2011015	8	0	9
2011016	7	7	7
2011017	8	1	3
2011018	1	4	1
2011019	3	5	8
2011020	1	6	4
2011021	2	1	5
2011022	7	8	2
2011023	7	7	7
2011024	3	8	8
2011025	5	4	6
2011026	5	9	1
2011027	6	7	7
2011028	3	4	7
2011029	6	7	9
2011030	0	1	3
2011031	9	3	7
2011032	2	6	5
2011033	1	0	6
2011034	2	0	0
2011035	2	1	9
2011036	3	5	0
2011037	0	6	3
2011038	4	0	4
2011039	7	8	4
2011040	9	5	8
2011041	2	8	6
2011042	2	0	8
2011043	1	3	3
2011044	4	5	6
2011045	2	2	4
2011046	8	1	6
2011047	9	5	4
2011048	4	5	8
2011049	7	3	0
2011050	3	1	6
2011051	2	8	1
2011052	0	5	7
2011053	2	7	8
2011054	5	1	8
2011055	7	4	2
2011056	9	4	0
2011057	0	3	0
2011058	0	6	2
2011059	9	6	0
2011060	5	2	8
2011061	8	4	3
2011062	1	6	0
2011063	8	0	6
2011064	7	2	5
2011065	4	2	0
2011066	8	0	9
2011067	5	4	4
2011068	1	0	8
2011069	7	5	3
2011070	3	3	4
2011071	7	8	2
2011072	4	2	8
2011073	1	7	2
2011074	0	8	7
2011075	2	8	7
2011076	7	4	6
2011077	2	0	6
2011078	2	4	6
2011079	7	8	5
2011080	6	4	8
2011081	1	0	0
2011082	4	9	1
2011083	8	6	8
2011084	7	2	1
2011085	3	3	7
2011086	3	6	8
2011087	1	9	4
2011088	3	4	2
2011089	2	1	9
2011090	7	9	6
2011091	3	1	5
2011092	4	3	1
2011093	3	6	9
2011094	8	4	9
2011095	7	8	4
2011096	0	0	6
2011097	4	2	9
2011098	0	2	2
2011099	6	5	2
2011100	7	1	4
2011101	8	8	6
2011102	3	2	9
2011103	6	6	6
2011104	3	2	9
2011105	9	2	7
2011106	1	5	8
2011107	9	0	7
2011108	7	8	8
2011109	9	2	0
2011110	2	4	7
2011111	5	2	3
2011112	5	7	4
2011113	2	9	4
2011114	6	2	8
2011115	8	2	7
2011116	1	7	8
2011117	3	5	8
2011118	7	2	7
2011119	0	8	3
2011120	7	5	9
2011121	2	2	0
2011122	5	5	5
2011123	7	6	9
2011124	7	9	1
2011125	0	0	6
2011126	0	5	5
2011127	4	6	7
2011128	6	9	1
2011129	0	8	2
2011130	0	3	8
2011131	4	5	4
2011132	4	1	8
2011133	0	1	6
2011134	2	2	5
2011135	8	0	9
2011136	5	5	9
2011137	9	5	8
2011138	4	7	5
2011139	2	6	5
2011140	8	1	9
2011141	9	1	5
2011142	7	8	9
2011143	0	5	8
2011144	6	4	4
2011145	4	9	4
2011146	5	0	0
2011147	1	6	3
2011148	4	3	9
2011149	9	2	6
2011150	7	7	3
2011151	5	4	1
2011152	7	2	1
2011153	4	5	6
2011154	6	8	2
2011155	2	5	6
2011156	2	1	2
2011157	5	8	2
2011158	6	0	8
2011159	7	6	9
2011160	5	1	0
2011161	3	7	1
2011162	5	7	3
2011163	6	3	5
2011164	7	0	4
2011165	1	6	2
2011166	4	5	4
2011167	9	4	1
2011168	0	1	7
2011169	9	2	2
2011170	1	5	7
2011171	7	2	5
2011172	2	2	7
2011173	7	6	3
2011174	4	1	2
2011175	2	6	2
2011176	9	0	5
2011177	6	9	7
2011178	1	4	5
2011179	1	7	0
2011180	8	0	4
2011181	9	1	8
2011182	3	5	3
2011183	3	4	1
2011184	2	0	9
2011185	7	6	7
2011186	2	4	2
2011187	9	3	1
2011188	4	3	0
2011189	4	7	2
2011190	4	6	4
2011191	3	5	1
2011192	7	4	6
2011193	8	6	8
2011194	2	1	0
2011195	3	8	5
2011196	4	1	5
2011197	6	3	8
2011198	9	8	5
2011199	2	6	3
2011200	5	5	2
2011201	3	4	8
2011202	7	5	0
2011203	0	1	7
2011204	1	2	7
2011205	3	4	1
2011206	1	4	4
2011207	6	9	9
2011208	4	3	9
2011209	9	9	2
2011210	5	4	0
2011211	7	7	9
2011212	8	6	2
2011213	1	0	9
2011214	9	1	1
2011215	4	5	7
2011216	9	6	9
2011217	6	1	8
2011218	6	4	8
2011219	4	8	5
2011220	9	9	9
2011221	0	6	9
2011222	7	1	3
2011223	3	4	5
2011224	6	1	0
2011225	8	6	3
2011226	2	4	2
2011227	0	8	4
2011228	8	2	0
2011229	1	7	6
2011230	9	3	6
2011231	8	2	7
2011232	4	5	2
2011233	0	0	2
2011234	2	1	1
2011235	0	5	6
2011236	6	3	4
2011237	6	6	2
2011238	3	0	1
2011239	7	8	7
2011240	9	7	5
2011241	8	6	8
2011242	6	9	7
2011243	8	6	6
2011244	7	1	6
2011245	0	8	0
2011246	6	5	0
2011247	6	8	4
2011248	3	7	0
2011249	3	5	8
2011250	7	7	0
2011251	2	5	1
2011252	8	0	8
2011253	5	6	0
2011254	4	9	7
2011255	0	6	8
2011256	2	1	4
2011257	8	1	8
2011258	4	4	2
2011259	3	6	5
2011260	6	2	8
2011261	1	8	9
2011262	5	2	5
2011263	9	2	8
2011264	4	9	9
2011265	0	8	0
2011266	2	4	8
2011267	5	0	1
2011268	5	9	9
2011269	3	9	9
2011270	1	3	9
2011271	3	5	5
2011272	6	4	3
2011273	4	1	6
2011274	3	4	2
2011275	3	6	0
2011276	5	0	9
2011277	2	6	5
2011278	0	8	7
2011279	2	4	1
2011280	5	6	7
2011281	4	8	1
2011282	7	5	3
2011283	4	3	6
2011284	9	0	2
2011285	6	3	2
2011286	5	3	1
2011287	4	2	9
2011288	4	2	2
2011289	4	5	5
2011290	2	4	0
2011291	3	1	0
2011292	9	6	1
2011293	0	9	8
2011294	7	1	7
2011295	6	2	4
2011296	7	6	6
2011297	0	4	2
2011298	8	7	2
2011299	5	6	7
2011300	8	3	8
2011301	9	4	7
2011302	1	7	1
2011303	3	8	5
2011304	3	5	0
2011305	0	1	0
2011306	7	5	4
2011307	2	6	1
2011308	4	3	3
2011309	2	6	8
2011310	4	6	9
2011311	5	3	9
2011312	0	6	8
2011313	1	8	0
2011314	7	0	8
2011315	3	3	0
2011316	9	3	3
2011317	1	3	4
2011318	1	1	6
2011319	4	4	3
2011320	4	4	2
2011321	9	4	4
2011322	2	2	0
2011323	7	2	4
2011324	4	3	6
2011325	3	8	5
2011326	3	8	1
2011327	7	9	1
2011328	6	1	9
2011329	8	3	8
2011330	8	9	0
2011331	9	3	4
2011332	8	0	5
2011333	2	4	6
2011334	7	8	3
2011335	7	6	2
2011336	5	4	1
2011337	7	2	4
2011338	8	0	8
2011339	6	1	3
2011340	0	4	5
2011341	9	6	1
2011342	3	3	3
2011343	9	2	0
2011344	9	0	8
2011345	5	8	0
2011346	9	9	3
2011347	5	3	3
2011348	7	7	2
2011349	7	8	1
2011350	3	6	8
2011351	1	4	5
2011352	5	8	9
2011353	0	1	2
2011354	4	8	9
2011355	4	8	8
2011356	9	1	7
