2010001	5	9	1
2010002	9	3	8
2010003	6	1	0
2010004	4	9	6
2010005	9	2	7
2010006	5	6	0
2010007	2	8	1
2010008	3	9	7
2010009	1	0	9
2010010	8	7	5
2010011	1	1	5
2010012	4	2	6
2010013	9	6	9
2010014	1	9	6
2010015	8	2	7
2010016	1	1	1
2010017	4	8	3
2010018	8	2	9
2010019	2	6	0
2010020	9	2	4
2010021	7	1	4
2010022	2	1	7
2010023	5	2	8
2010024	7	7	3
2010025	8	5	8
2010026	6	7	7
2010027	3	5	3
2010028	7	4	0
2010029	9	1	0
2010030	3	9	4
2010031	5	1	4
2010032	3	9	3
2010033	9	7	4
2010034	0	7	5
2010035	9	2	7
2010036	9	0	3
2010037	4	7	4
2010038	0	4	1
2010039	8	8	2
2010040	0	7	2
2010041	5	3	8
2010042	2	1	4
2010043	3	5	7
2010044	8	2	1
2010045	9	8	8
2010046	7	9	6
2010047	0	9	3
2010048	5	1	6
2010049	4	2	3
2010050	3	1	4
2010051	4	6	5
2010052	0	6	5
2010053	4	9	4
2010054	1	1	3
2010055	1	3	1
2010056	7	5	9
2010057	3	1	7
2010058	0	2	3
2010059	1	8	1
2010060	2	9	0
2010061	3	9	7
2010062	5	1	3
2010063	7	8	4
2010064	7	0	6
2010065	9	4	3
2010066	2	1	3
2010067	3	0	5
2010068	1	2	5
2010069	1	0	1
2010070	1	7	4
2010071	9	4	9
2010072	8	2	2
2010073	9	3	2
2010074	0	1	0
2010075	4	0	7
2010076	3	4	9
2010077	1	7	6
2010078	1	1	4
2010079	8	4	3
2010080	5	6	8
2010081	9	7	5
2010082	7	1	9
2010083	4	7	6
2010084	5	5	9
2010085	9	7	2
2010086	3	8	3
2010087	6	7	1
2010088	4	7	0
2010089	1	4	9
2010090	9	5	4
2010091	9	1	3
2010092	2	2	8
2010093	1	4	4
2010094	8	4	8
2010095	3	3	8
2010096	7	6	0
2010097	8	9	3
2010098	2	4	2
2010099	2	1	7
2010100	7	3	2
2010101	2	5	7
2010102	8	7	2
2010103	0	8	1
2010104	4	6	5
2010105	1	9	0
2010106	3	4	2
2010107	2	3	2
2010108	8	4	1
2010109	0	2	7
2010110	7	6	3
2010111	1	8	5
2010112	2	6	3
2010113	4	1	4
2010114	4	0	9
2010115	9	3	8
2010116	6	4	3
2010117	7	4	9
2010118	1	0	5
2010119	9	4	1
2010120	8	5	5
2010121	0	5	6
2010122	7	6	8
2010123	2	3	5
2010124	7	4	3
2010125	0	1	9
2010126	8	2	7
2010127	0	7	7
2010128	0	8	2
2010129	9	2	9
2010130	0	2	0
2010131	7	6	1
2010132	5	9	1
2010133	0	8	6
2010134	8	7	9
2010135	6	3	4
2010136	0	7	6
2010137	9	5	4
2010138	8	7	3
2010139	1	5	6
2010140	8	1	0
2010141	1	9	0
2010142	2	3	2
2010143	7	7	6
2010144	3	3	7
2010145	6	6	7
2010146	1	3	5
2010147	1	0	6
2010148	2	6	8
2010149	6	3	7
2010150	6	4	1
2010151	3	0	4
2010152	8	8	2
2010153	0	0	0
2010154	2	0	7
2010155	2	8	6
2010156	8	3	6
